Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit
11700,27/01/2022,13:31:29,14.8,WBGT Temp C,49.1,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.3,DP Temp C  
11701,27/01/2022,13:31:30,14.8,WBGT Temp C,49.1,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.3,DP Temp C  
11702,27/01/2022,13:31:31,14.8,WBGT Temp C,49,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.3,DP Temp C  
11703,27/01/2022,13:31:32,14.8,WBGT Temp C,49,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.3,DP Temp C  
11704,27/01/2022,13:31:33,14.8,WBGT Temp C,48.9,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.2,DP Temp C  
11705,27/01/2022,13:31:34,14.8,WBGT Temp C,48.9,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.2,DP Temp C  
11706,27/01/2022,13:31:35,14.7,WBGT Temp C,48.8,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.2,DP Temp C  
11707,27/01/2022,13:31:36,14.7,WBGT Temp C,48.8,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.2,DP Temp C  
11708,27/01/2022,13:31:37,14.7,WBGT Temp C,48.7,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.2,DP Temp C  
11709,27/01/2022,13:31:38,14.7,WBGT Temp C,48.5,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.1,DP Temp C  
11710,27/01/2022,13:31:39,14.7,WBGT Temp C,48.5,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.1,DP Temp C  
